"Probe_Set_ID"	"AT_number"	"Description"	"CO2_pvalue"	"Dev_pvalue"	"CO2byDev_pvalue"	"percentchangeco2_primordia"	"percentchangeco2_expanding"	"percentchangeco2_fullexpand"	"Kmeans_cluster"	"mapman_bin"	"mapman_bin2"	"mapman_bin3"
"249385_at"	"At5g39950"	"redox.thioredoxin"	0.0083	9.999e-05	0.1109	-0.0169054925658902	16.753828685792	20.4906367699238	4	"21.1"	NA	NA
"249396_at"	"At5g40200"	"protein.degradation.serine protease"	0.1143	9.999e-05	0.0375	0.389985523367642	-18.2581112086355	2.6141893817867	7	"29.5.5"	NA	NA
"249411_at"	"At5g40390"	"minor CHO metabolism.raffinose family.raffinose synthases.known"	0.1766	6e-04	0.0063	-13.7778633034064	4.08619250188845	42.5145421011563	7	"3.1.2.1"	NA	NA
"249416_at"	"At5g39570"	"not assigned.unknown"	0.185	0.0137	0.0313	-7.97312447791291	7.06378587181152	18.3485048700263	7	"35.2"	NA	NA
"249425_at"	"At5g39790"	"signalling.in sugar and nutrient physiology"	0.1355	9.999e-05	0.014	16.6486427646851	-20.1357201103458	-15.3894094310124	7	"30.1.1"	NA	NA
"249441_at"	"At5g39730"	"stress.biotic"	0.0704	9.999e-05	0.0127	-13.8651977086885	24.8741953640822	28.0159072615778	6	"20.1"	NA	NA
"249442_at"	"At5g39590"	"not assigned.unknown"	0.0245	9.999e-05	0.426	4.07475866251742	21.1551434167578	10.9776506384993	4	"35.2"	NA	NA
"249464_at"	"At5g39710"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.5295	0.0131	0.0316	-7.37904010227052	-18.0548207733379	19.0115509370645	7	"35.1.5"	NA	NA
"249466_at"	"At5g39740"	"protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L5"	0.0625	9.999e-05	0.0236	0.0169090746854583	-23.7802536820826	2.35410110102935	7	"29.2.1.2.2.5"	NA	NA
"249494_at"	"At5g39050"	"secondary metabolism.flavonoids.anthocyanins.anthocyanin 5-aromatic acyltransferase"	0.0048	9.999e-05	0.4601	20.4193173018055	66.4233047174499	34.8877214581454	2	"16.8.1.21"	NA	NA
"249515_at"	"At5g38530"	"amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase"	0.044	9.999e-05	0.2375	-5.3193203411374	-14.0787468452075	-0.750263224700263	7	"13.1.6.5.5"	NA	NA
"249523_at"	"At5g38630"	"redox.ascorbate and glutathione"	0.105	9.999e-05	0.0367	-6.52915124922231	11.0746867264905	13.0819600611238	3	"21.2"	NA	NA
"249544_at"	"At5g38110"	"RNA.regulation of transcription.Silencing Group"	0.0234	9.999e-05	0.3737	-6.97099368803448	-23.81449103899	-9.23363195959336	7	"27.3.70"	NA	NA
"249579_at"	"At5g37680"	"protein.targeting.secretory pathway.unspecified"	0.0379	9.999e-05	0.3851	-3.19685467710301	-12.4149068773808	-4.0206095365319	4	"29.3.4.99"	NA	NA
"249580_at"	"At5g37740"	"not assigned.no ontology.C2 domain-containing protein"	0.0211	9.999e-05	0.0744	-4.10955595217327	27.5798382432035	19.9823057405271	4	"35.1.19"	NA	NA
"249581_at"	"At5g37600"	"N-metabolism.ammonia metabolism.glutamine synthase"	0.0027	9.999e-05	0.0394	-2.9837029080608	71.1074126912637	79.2130285830606	4	"12.2.2"	NA	NA
"249592_at"	"At5g37890"	"development.unspecified"	0.0196	9.999e-05	0.1659	-0.959461189892978	-22.0938609479231	-10.5453153654252	7	"33.99"	NA	NA
"249610_at"	"At5g37360"	"not assigned.unknown"	0.0352	9.999e-05	0.236	-6.25995736268301	-6.99725982667632	-25.9145983800662	4	"35.2"	NA	NA
"249625_at"	"At5g37480"	"not assigned.unknown"	0.022	9.999e-05	0.0105	-0.775519966758432	1.94794742186059	30.7969797731834	4	"35.2"	NA	NA
"249638_at"	"At5g36880"	"lipid metabolism.FA synthesis and FA elongation.acyl coa ligase"	1e-04	9.999e-05	9.999e-05	-3.01657864470817	6.58164045690521	49.7335993611356	6	"11.1.8"	NA	NA
"249641_at"	"At5g36950"	"protein.degradation.serine protease"	0.018	9.999e-05	0.0787	3.81108686505907	-20.621012290577	-18.756786932383	7	"29.5.5"	NA	NA
"249651_at"	"At5g37020"	"RNA.regulation of transcription.ARF, Auxin Response Factor family"	0.0321	9.999e-05	0.2998	-1.34458503140093	-11.2617443137175	-16.1163592649624	7	"27.3.4"	NA	NA
"249652_at"	"At5g37070"	"not assigned.unknown"	0.012	9.999e-05	0.1135	-1.16077078706064	24.0876532913083	21.3090287375558	4	"35.2"	NA	NA
"249685_at"	"At5g36120"	"not assigned.unknown"	0.012	9.999e-05	0.2159	-2.44080740404269	-29.8376418566765	-24.3818927647365	4	"35.2"	NA	NA
"249690_at"	"At5g36210"	"protein.degradation"	0.0089	9.999e-05	0.0115	3.8458902136881	-15.4060669700979	-8.24524590579723	7	"29.5"	NA	NA
"249691_at"	"At5g36170"	"protein.synthesis.release"	0.0387	9.999e-05	0.137	2.48419502930536	-12.7698911505499	-16.2015867087559	4	"29.2.5"	NA	NA
"249711_at"	"At5g35680"	"protein.synthesis.initiation"	0.0209	2e-04	0.2947	4.62190432252266	5.1485544339837	17.0341041403309	3	"29.2.3"	NA	NA
"249720_at"	"At5g35700"	"cell.organisation"	0.0681	0.0015	0.0027	-16.3642600485383	41.7882150486589	13.9269019075624	7	"31.1"	NA	NA
"249724_at"	"At5g35450"	"stress.biotic.PR-proteins"	0.1235	9.999e-05	0.0367	-14.9654448746246	44.5999172326493	17.6899715482242	4	"20.1.7"	NA	NA
"249727_at"	"At5g35490"	"not assigned.unknown"	0.0202	9.999e-05	0.3357	6.37171228865826	56.5879377096014	32.1541610254179	4	"35.2"	NA	NA
"249742_at"	"At5g24490"	"protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S30A"	0.0235	9.999e-05	0.0723	1.96509414818806	-9.56328392246295	-16.8794223253641	5	"29.2.1.1.1.1.530"	NA	NA
"249752_at"	"At5g24660"	"not assigned.unknown"	0.0273	9.999e-05	0.1196	32.995470833373	-4.40162433755725	76.7432344386324	4	"35.2"	NA	NA
"249754_at"	"At5g24530"	"secondary metabolism.flavonoids.dihydroflavonols"	0.0058	9.999e-05	0.3209	20.8066774367259	132.56134956261	101.000894479431	4	"16.8.3"	NA	NA
"249755_at"	"At5g24580"	"metal handling.binding, chelation and storage"	0.0115	9.999e-05	0.2032	-7.48878681183248	-17.2748538623768	-34.6235661123529	5	"15.2"	NA	NA
"249774_at"	"At5g24150"	"hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other"	0.0043	9.999e-05	0.8386	-29.0379521660084	-38.3466822761256	-40.7556012094265	4	"17.3.1.2.99"	NA	NA
"249776_at"	"At5g24170"	"not assigned.unknown"	0.6089	9.999e-05	0.0105	-12.0832754281126	22.9728276030566	-1.76974719065041	4	"35.2"	NA	NA
"249777_at"	"At5g24210"	"lipid metabolism.lipid degradation.lipases.triacylglycerol lipase"	0.1148	9.999e-05	0.0221	-23.9004561937069	56.0236950596372	41.4093961403363	4	"11.9.2.1"	NA	NA
"249792_at"	"At5g23720"	"protein.postranslational modification"	0.0491	2e-04	0.4132	17.2819424571716	5.95786869385762	4.01340564794425	7	"29.4"	NA	NA
"249797_at"	"At5g23750"	"RNA.regulation of transcription.unclassified"	0.0481	9.999e-05	0.6588	-9.37930835707182	-22.7583371422448	-27.3058382015753	4	"27.3.99"	NA	NA
"249798_at"	"At5g23730"	"development.unspecified"	0.0136	9.999e-05	0.2421	6.93105967480932	15.1574692244852	37.9577791736079	7	"33.99"	NA	NA
"249799_at"	"At5g23670"	"lipid metabolism.''exotics'' (steroids, squalene etc).sphingolipids.serine C-palmitoyltransferase"	0.045	0.0035	0.0508	-4.2396801954777	2.08559757948972	-16.2439257081595	4	"11.8.1.2"	NA	NA
"249806_at"	"At5g23850"	"not assigned.unknown"	0.0215	9.999e-05	0.091	-5.06258960735413	35.7160313295006	40.2655186351081	6	"35.2"	NA	NA
"249816_at"	"At5g23880"	"RNA.processing"	0.5349	9.999e-05	0.0238	-1.54476824185351	-9.19529142026311	20.3477618275751	7	"27.1"	NA	NA
"249818_at"	"At5g23860"	"cell.organisation"	0.0095	9.999e-05	0.0934	-3.45870511029964	-10.1328732405285	-26.0398393500138	5	"31.1"	NA	NA
"249833_at"	"At5g23430"	"not assigned.no ontology"	0.9612	9.999e-05	0.031	21.9787282365505	-18.5524215962273	1.47487430048575	7	"35.1"	NA	NA
"249835_s_at"	"At5g23510"	"not assigned.unknown"	0.0108	9.999e-05	0.0973	-1.62790627003735	34.2845549147382	24.1122685479968	4	"35.2"	NA	NA
"249860_at"	"At5g22860"	"protein.degradation"	0.7992	9.999e-05	0.0345	-17.8791751213597	14.7425366622738	10.5648509514983	4	"29.5"	NA	NA
"249861_at"	"At5g22875"	"not assigned.unknown"	0.9692	0.0011	0.035	-3.63773997518767	12.5378257967407	-7.48102294053388	2	"35.2"	NA	NA
"249863_at"	"At5g22950"	"RNA.regulation of transcription.SNF7"	0.0032	9.999e-05	0.2834	4.3567892506165	13.1744298924782	17.5900083728719	6	"27.3.71"	NA	NA
"249864_at"	"At5g22830"	"transport.unspecified cations"	0.0276	9.999e-05	0.0357	4.03930572810203	-16.8067871593699	-7.99655370214205	4	"34.14"	NA	NA
"249865_at"	"At5g22820"	"not assigned.unknown"	0.044	0.7583	0.3979	4.72836332476434	40.1028261378224	17.490841917405	6	"35.2"	NA	NA
"249869_at"	"At5g23050"	"lipid metabolism.FA synthesis and FA elongation.acyl coa ligase"	0.3547	9.999e-05	0.014	18.0984021209654	13.5834399410949	-15.0881142476072	4	"11.1.8"	NA	NA
"249871_at"	"At5g23110"	"protein.degradation.ubiquitin.E3.RING"	0.574	0.0116	0.0371	9.79096808319718	20.2027696996719	-16.6963932885476	4	"29.5.11.4.2"	NA	NA
"249874_at"	"At5g23070"	"nucleotide metabolism.salvage.nucleoside kinases.thymidine kinase"	0.4082	9.999e-05	0.0013	14.5166230823706	-28.7689026069882	9.33689773664303	7	"23.3.2.3"	NA	NA
"249895_at"	"At5g22500"	"lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase"	0.0271	9.999e-05	0.3738	-7.34833129065712	-47.330903943845	-40.413717883569	7	"11.9.4.13"	NA	NA
"249900_at"	"At5g22640"	"development.unspecified"	0.2535	9.999e-05	0.0397	15.1773633710339	-10.9402812370822	-20.6724423812114	5	"33.99"	NA	NA
"249908_at"	"At5g22760"	"RNA.regulation of transcription.putative transcription regulator"	0.0773	0.0468	0.0168	2.88336919049223	34.0720346125752	-6.53678480144285	2	"27.3.67"	NA	NA
"249909_s_at"	"At5g22770"	"cell.vesicle transport"	0.0354	0.7732	0.5157	9.6428251864562	8.64554886620224	2.02552466916293	6	"31.4"	NA	NA
"249911_at"	"At5g22740"	"cell wall.cellulose synthesis"	0.0165	9.999e-05	0.1101	0.186281467602348	-13.9817545047092	-23.8168045782704	7	"10.2"	NA	NA
"249916_at"	"At5g22880"	"DNA.synthesis/chromatin structure.histone"	0.5467	9.999e-05	0.0411	0.935168408070852	-9.64488697289123	17.6695651932846	7	"28.1.3"	NA	NA
"249918_at"	"At5g19240"	"not assigned.unknown"	9.999e-05	9.999e-05	0.8939	77.1177178640791	72.0364843494118	93.9176290439358	4	"35.2"	NA	NA
"249920_at"	"At5g19260"	"not assigned.unknown"	0.0191	9.999e-05	0.463	-10.0821655215933	-10.5774623373107	-23.9072453948199	7	"35.2"	NA	NA
"249922_at"	"At5g19140"	"metal handling"	0.6119	9.999e-05	0.0493	-9.4560784305091	25.2126992957402	-4.63594533409941	4	"15"	NA	NA
"249923_at"	"At5g19120"	"development.storage proteins"	0.1446	0.0352	0.0313	46.3641089845993	1.35157928826608	-7.07330684926874	7	"33.1"	NA	NA
"249925_at"	"At5g19150"	"minor CHO metabolism.others"	0.0242	0.5317	0.0814	-0.876116921387523	-5.13215871373364	-17.8584090901268	1	"3.5"	NA	NA
"249941_at"	"At5g22270"	"not assigned.unknown"	0.0267	9.999e-05	0.5002	27.4220287550777	35.1668204440912	6.90390401275963	4	"35.2"	NA	NA
"249948_at"	"At5g19210"	"protein.synthesis.initiation"	0.0014	9.999e-05	2e-04	10.1450324014715	-30.1693649306488	-10.8627510780153	7	"29.2.3"	NA	NA
"249953_at"	"At5g18960"	"signalling.light"	0.0084	9.999e-05	0.2809	-5.51154229124129	-11.4410240892825	-20.5113854562667	7	"30.11"	NA	NA
"249958_at"	"At5g18970"	"transport.misc"	0.0125	9.999e-05	0.1077	-10.0514577857626	-10.7792635014149	-40.3833030598011	4	"34.99"	NA	NA
"249963_at"	"At5g19000"	"not assigned.unknown"	0.0204	0.1338	0.3145	22.7853700058662	7.83908116522622	5.76988682715555	7	"35.2"	NA	NA
"249964_at"	"At5g19010"	"signalling.MAP kinases"	0.0302	9.999e-05	0.4494	-11.8001320537018	-7.49955009118534	-2.74536492139885	4	"30.6"	NA	NA
"249969_at"	"At5g19090"	"not assigned.no ontology.glycine rich proteins"	0.0115	9.999e-05	0.0264	-0.0169084521992254	-12.4940170043923	-40.9757674872681	7	"35.1.40"	NA	NA
"249983_at"	"At5g18470"	"misc.myrosinases-lectin-jacalin"	0.0058	9.999e-05	0.8144	84.9283501457414	177.000293390335	113.843959331825	4	"26.16"	NA	NA
"249988_at"	"At5g18310"	"not assigned.unknown"	0.011	9.999e-05	0.0535	-6.1173066568057	47.2666446222367	65.9318827748156	4	"35.2"	NA	NA
"249989_at"	"At5g18530"	"not assigned.no ontology"	0.2434	9.999e-05	0.0031	-26.916993175454	5.1012093881316	10.0615022278482	4	"35.1"	NA	NA
"250007_at"	"At5g18670"	"major CHO metabolism.degradation.starch.starch cleavage"	0.0159	9.999e-05	0.2574	1.84463938630266	24.5089050416992	23.5259393616293	3	"2.2.2.1"	NA	NA
"250016_at"	"At5g18100"	"redox.dismutases and catalases"	0.0179	5e-04	0.4112	-4.27207085660033	-13.8069358496699	-17.9694488121996	4	"21.6"	NA	NA
"250017_at"	"At5g18140"	"stress.abiotic.heat"	0.0102	9.999e-05	0.0568	0.798565533873881	-9.522469786532	-16.9919371717313	4	"20.2.1"	NA	NA
"250032_at"	"At5g18170"	"N-metabolism.N-degradation.glutamate dehydrogenase"	0.0034	9.999e-05	0.0637	0.560237465514665	32.2995979396607	17.3911274217035	4	"12.3.1"	NA	NA
"250040_at"	"At5g18390"	"not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"	0.5495	9.999e-05	0.0208	11.0622800915764	-14.7738175289538	-0.632811781418305	7	"35.1.5"	NA	NA
"250041_at"	"At5g18410"	"development.unspecified"	0.6576	9.999e-05	0.0492	9.73571593534549	-5.83593653542694	-6.91573471445596	5	"33.99"	"31.1"	NA
"250042_at"	"At5g18420"	"not assigned.unknown"	0.1223	9.999e-05	0.0323	0.986316283243825	-3.40423891976434	20.4495569000995	7	"35.2"	NA	NA
"250045_at"	"At5g17700"	"transport.misc"	0.0036	9.999e-05	0.2827	-20.9605540094822	-41.3460149065196	-15.5752770261696	7	"34.99"	NA	NA
"250050_at"	"At5g17790"	"signalling.G-proteins"	0.5876	9.999e-05	0.0115	22.9933393102085	-25.1776767875772	-1.18651847626518	5	"30.5"	NA	NA
"250076_at"	"At5g16660"	"not assigned.unknown"	0.0474	2e-04	0.7644	-5.41534664287091	-10.0516891236831	-12.4915036034053	4	"35.2"	NA	NA
"250094_at"	"At5g17380"	"fermentation.PDC"	0.0074	9.999e-05	0.0146	0.491940990254698	5.95823942394028	32.3779941256431	4	"5.2"	NA	NA
"250097_at"	"At5g17280"	"not assigned.unknown"	0.0172	9.999e-05	0.4929	5.56484434794321	11.8038530137007	19.1119831217901	4	"35.2"	NA	NA
"250109_at"	"At5g15230"	"hormone metabolism.gibberelin.induced-regulated-responsive-activated"	0.0133	9.999e-05	0.2621	-12.7650128745203	-4.35841411191119	-23.8812859645458	5	"17.6.3"	NA	NA
"250111_at"	"At5g16290"	"amino acid metabolism.synthesis.branched chain group.common.acetolactate synthase"	0.0062	9.999e-05	0.0071	5.86861575990331	-19.2115923228616	-12.5211574602118	7	"13.1.4.1.1"	NA	NA
"250114_s_at"	"At5g16340"	"lipid metabolism.FA synthesis and FA elongation.acyl coa ligase"	0.0034	9.999e-05	0.264	20.929846064358	13.6352258372482	49.6321161373433	4	"11.1.8"	NA	NA
"250119_at"	"At5g16470"	"RNA.regulation of transcription.C2H2 zinc finger family"	0.0423	3e-04	0.2283	-0.691367492917532	12.5631800762588	8.67312251258482	7	"27.3.11"	NA	NA
"250124_at"	"At5g16480"	"protein.postranslational modification"	0.1478	9.999e-05	0.0177	-5.27137185691454	33.8003222908318	-2.61380901468685	7	"29.4"	NA	NA
"250125_at"	"At5g16390"	"lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation"	0.007	9.999e-05	0.0268	4.05692656864294	-18.4423616896999	-16.2865775331338	5	"11.1.1"	NA	NA
"250127_at"	"At5g16380"	"not assigned.unknown"	0.079	0.0011	0.0156	-9.47184434447998	8.49897189856065	41.5048386870233	3	"35.2"	NA	NA
"250129_at"	"At5g16450"	"C1-metabolism"	0.085	9.999e-05	0.0192	-13.937883088568	29.3187730808766	23.9023859408426	4	"25"	NA	NA
"250141_at"	"At5g14640"	"protein.postranslational modification"	0.0435	9.999e-05	0.207	-5.38335034991994	-26.8799418247368	-4.57103371170359	7	"29.4"	NA	NA
"250147_at"	"At5g14600"	"not assigned.unknown"	0.67	9.999e-05	0.0106	26.2838063002725	-22.4446875155372	9.87454411753783	7	"35.2"	NA	NA
"250181_at"	"At5g14460"	"protein.aa activation.pseudouridylate synthase"	0.0195	9.999e-05	0.0118	6.37144646432572	-27.7653938202067	-8.21418828277362	5	"29.1.30"	"23.5.2"	NA
"250185_at"	"At5g14310"	"not assigned.unknown"	0.0146	9.999e-05	0.026	-4.35330189543802	14.8720522494953	26.7230605989153	4	"35.2"	NA	NA
"250187_at"	"At5g14370"	"not assigned.unknown"	0.8831	0.3708	0.0283	-11.8000078193215	17.3875479481798	-1.75258523233592	2	"35.2"	NA	NA
"250192_at"	"At5g14520"	"development.unspecified"	0.591	9.999e-05	0.0072	5.0477367921412	-21.0496836766705	12.8907195506068	7	"33.99"	NA	NA
"250203_at"	"At5g13980"	"misc.gluco-, galacto- and mannosidases.alpha-mannosidase"	3e-04	9.999e-05	9.999e-05	7.49340818753288	-11.2612122359812	-22.0827288458513	5	"26.3.3"	NA	NA
"250220_at"	"At5g14210"	"signalling.receptor kinases.leucine rich repeat VI"	0.0646	9.999e-05	0.0366	8.62712359090598	-11.1008602663483	-31.9022836737185	5	"30.2.6"	NA	NA
"250226_at"	"At5g13780"	"amino acid metabolism.degradation.glutamate family.glutamine"	0.0023	9.999e-05	0.0064	3.70533245562827	-22.1815736217687	-11.2386686109802	7	"13.2.2.1"	NA	NA
"250233_at"	"At5g13460"	"signalling.calcium"	0.0473	0.2959	0.0057	-3.80118963498877	8.1804479517679	-28.5616586453781	5	"30.3"	NA	NA
"250234_at"	"At5g13420"	"OPP.non-reductive PP.transaldolase"	0.0437	9.999e-05	0.1264	0.356033410024809	8.10762845284099	29.6729301609696	7	"7.2.2"	NA	NA
"250249_at"	"At5g13760"	"not assigned.unknown"	0.6445	0.001	0.0232	10.6683065961214	8.93967072231989	-23.4289909820459	5	"35.2"	NA	NA
"250255_at"	"At5g13730"	"RNA.transcription"	0.7939	9.999e-05	0.0356	8.26015239159151	6.05393100666147	-15.6895242211254	4	"27.2"	NA	NA
"250262_at"	"At5g13410"	"protein.folding"	0.0184	9.999e-05	0.0191	2.93596820504586	-6.78721964926888	-16.6259244571321	4	"29.6"	NA	NA
"250263_at"	"At5g13470"	"not assigned.unknown"	0.0347	0.0028	0.1616	-2.60498268739318	32.5089803029185	20.2868249814031	7	"35.2"	NA	NA
"250264_at"	"At5g12890"	"misc.UDP glucosyl and glucoronyl transferases"	0.0045	9.999e-05	0.4077	16.0980408230183	59.3319090193966	33.7515369250907	4	"26.2"	NA	NA
"250265_at"	"At5g12900"	"not assigned.unknown"	0.1395	9.999e-05	0.0022	17.8390827737275	-3.18644709748318	-32.8066030454106	4	"35.2"	NA	NA
"250268_s_at"	"At5g12950"	"not assigned.unknown"	0.0574	9.999e-05	0.0152	6.71402990642981	-8.01988525804386	-15.7465718296998	3	"35.2"	NA	NA
"250272_at"	"At5g13000"	"minor CHO metabolism.callose"	0.0389	9.999e-05	0.1785	-0.859321997560252	-5.68709705068255	-14.7136887197353	7	"3.6"	NA	NA
"250289_at"	"At5g13190"	"not assigned.unknown"	5e-04	9.999e-05	0.3609	18.679496669134	52.7147778721389	43.1428838592913	4	"35.2"	NA	NA
"250301_at"	"At5g11970"	"not assigned.unknown"	0.0093	9.999e-05	0.0106	-9.86875745696267	31.3178969250324	47.4704307241012	4	"35.2"	NA	NA
"250307_at"	"At5g12170"	"not assigned.unknown"	0.0075	9.999e-05	0.0339	-2.75405127093383	16.4642844220676	22.4639542800943	4	"35.2"	NA	NA
"250317_at"	"At5g12250"	"cell.organisation"	0.0014	6e-04	0.0532	-12.4100187958406	-1.37803512027773	-20.8065964841339	5	"31.1"	NA	NA
"250327_at"	"At5g12050"	"not assigned.unknown"	0.0169	9.999e-05	0.5857	-6.67137454586001	-13.2997593916296	-17.4402766793457	5	"35.2"	NA	NA
"250339_at"	"At5g11670"	"TCA / org. transformation.other organic acid transformaitons.malic"	1e-04	9.999e-05	0.012	3.3899470003146	30.285175004711	46.1782922829109	4	"8.2.10"	NA	NA
"250359_at"	"At5g11350"	"DNA.synthesis/chromatin structure"	0.0242	0.0036	0.4748	-4.67687155277623	-17.8513161352488	-10.3932597359628	3	"28.1"	NA	NA
"250362_at"	"At5g11380"	"secondary metabolism.isoprenoids.non-mevalonate pathway.DXS"	0.7626	0.1698	0.0262	23.9553337677888	-8.35180784815487	-16.5693057849921	5	"16.1.1.1"	NA	NA
"250366_at"	"At5g11420"	"not assigned.unknown"	0.0083	9.999e-05	0.1253	-17.893057550597	0.872558815514575	-20.6187077797573	4	"35.2"	NA	NA
"250367_s_at"	"At5g11200"	"DNA.synthesis/chromatin structure"	0.7447	9.999e-05	0.0389	9.43903353752088	-11.5411259060408	6.6327805977521	7	"28.1"	NA	NA
"250380_at"	"At5g11600"	"not assigned.unknown"	0.0094	9.999e-05	0.0051	-14.0621602721936	79.1268751375887	27.6047124750422	4	"35.2"	NA	NA
"250383_at"	"At5g11480"	"not assigned.unknown"	0.0511	9.999e-05	0.0148	7.34798637410671	-9.52243579125541	-16.3432785574817	7	"35.2"	NA	NA
"250384_at"	"At5g11500"	"not assigned.unknown"	0.0181	9.999e-05	0.0035	-4.38539350092091	17.918731400577	4.34786402740188	4	"35.2"	NA	NA
"250390_at"	"At5g11340"	"misc.GCN5-related N-acetyltransferase"	0.0813	9.999e-05	0.0173	4.94108782780048	-18.1289868890282	-2.06822508302993	7	"26.24"	NA	NA
"250395_at"	"At5g10950"	"not assigned.no ontology"	0.1355	9.999e-05	0.0097	8.15050118803281	-2.15372126805092	-21.7788819875776	7	"35.1"	NA	NA
"250397_at"	"At5g10980"	"DNA.synthesis/chromatin structure.histone"	0.0214	9.999e-05	0.0135	1.4145154681149	-2.74811250367916	-12.3432139275305	7	"28.1.3"	NA	NA
"250398_at"	"At5g11000"	"not assigned.unknown"	0.4194	2e-04	0.0328	-12.4693283733869	10.7242833323874	14.7591084926041	4	"35.2"	NA	NA
"250403_at"	"At5g10920"	"amino acid metabolism.synthesis.glutamate family.arginine.argininosuccinate lyase"	0.0199	9.999e-05	0.0498	6.84052525688464	-22.6367627208702	-24.0614303967791	7	"13.1.2.3.23"	NA	NA
"250408_at"	"At5g10930"	"protein.postranslational modification"	0.0058	9.999e-05	1e-04	-1.84375	11.879843291487	-49.7069820823062	4	"29.4"	NA	NA
"250413_at"	"At5g11160"	"nucleotide metabolism.salvage.phosphoribosyltransferases.aprt"	0.0496	9.999e-05	0.182	3.33743708054829	-18.9743144226572	-23.9973395145809	7	"23.3.1.1"	NA	NA
"250430_at"	"At5g10460"	"not assigned.no ontology"	0.0136	0.0014	0.0647	2.18971447787113	-15.138371904839	-10.7869381286596	4	"35.1"	NA	NA
"250435_at"	"At5g10380"	"protein.degradation.ubiquitin.E3.RING"	0.004	9.999e-05	0.3645	57.9037147508066	212.540438032939	61.1989816788824	4	"29.5.11.4.2"	NA	NA
"250436_at"	"At5g10350"	"RNA.processing"	0.0366	9.999e-05	0.1496	1.00341762327242	-8.16500732288837	-13.0082535644548	7	"27.1"	NA	NA
"250439_at"	"At5g10450"	"signalling.14-3-3 proteins"	0.0218	9.999e-05	0.5403	-8.37717027098368	-2.30831519094788	-5.95007988408023	4	"30.7"	NA	NA
"250440_at"	"At5g10360"	"protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S6"	0.1395	9.999e-05	0.0251	2.38011284249591	-19.9735784739857	2.90990539946943	7	"29.2.1.2.1.6"	NA	NA
"250458_s_at"	"At5g09810"	"cell.organisation"	0.7104	9.999e-05	0.0357	-3.70343339658521	-3.44775069490449	10.3782293800307	7	"31.1"	NA	NA
"250462_at"	"At5g10020"	"signalling.receptor kinases.leucine rich repeat III"	0.0913	0.0279	0.0442	1.53520833936433	-0.842766562073155	-20.8468079804205	5	"30.2.3"	NA	NA
"250463_at"	"At5g10030"	"RNA.regulation of transcription.bZIP transcription factor family"	0.0105	9.999e-05	0.7818	10.3503215906494	18.6120401870977	11.3726784409084	4	"27.3.35"	NA	NA
"250465_at"	"At5g10070"	"RNA.transcription"	0.1592	0.007	0.0023	16.8654742258033	-31.7272102989369	0.0589391878040022	1	"27.2"	NA	NA
"250470_at"	"At5g10160"	"lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase"	0.0011	9.999e-05	0.007	6.11973518430516	-28.7367715815522	-29.4626090911443	7	"11.1.5"	NA	NA
"250480_at"	"At5g10290"	"signalling.receptor kinases.leucine rich repeat II"	0.003	9.999e-05	0.0246	-2.53950230667097	25.2975407842118	37.097222880481	6	"30.2.2"	NA	NA
"250484_at"	"At5g10240"	"amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase"	0.139	9.999e-05	0.0289	14.3616373304154	-17.7957617948663	-16.7812749682371	7	"13.1.3.1.1"	NA	NA
"250486_at"	"At5g09670"	"not assigned.no ontology"	0.0047	9.999e-05	0.1674	1.96474290145167	20.0936619565992	17.3712611204005	4	"35.1"	"35.2"	NA
"250502_at"	"At5g09590"	"stress.abiotic.heat"	0.207	9.999e-05	0.0025	-3.24598917197369	-9.31801242401656	34.1368973270048	7	"20.2.1"	NA	NA
"250505_at"	"At5g09870"	"cell wall.cellulose synthesis.cellulose synthase"	0.0304	9.999e-05	0.4786	-13.8797871927049	-2.96728156964588	-16.9357433934234	4	"10.2.1"	NA	NA
"250510_at"	"At5g09920"	"RNA.transcription"	3e-04	9.999e-05	0.0064	0.254133756671831	9.63049820280989	18.3485493230174	3	"27.2"	NA	NA
"250529_at"	"At5g08610"	"RNA.processing.RNA helicase"	0.2383	9.999e-05	0.0316	22.2052102258018	-33.3106732794615	-9.34125224888357	5	"27.1.2"	NA	NA
"250532_at"	"At5g08540"	"not assigned.unknown"	0.1452	9.999e-05	0.0038	8.70069243274473	-18.5894294714736	-1.05210611038409	5	"35.2"	NA	NA
"250537_at"	"At5g08565"	"not assigned.unknown"	0.7308	9.999e-05	0.0202	16.8657922728377	-29.5834141065799	32.5127516528194	7	"35.2"	NA	NA
"250540_at"	"At5g08580"	"signalling.calcium"	0.8313	9.999e-05	0.0336	-0.270497173159455	-13.2215037416346	12.8714426491888	7	"30.3"	NA	NA
