Probe_Set_ID,BINCODE,NAME
249357_at,27.4,RNA.RNA binding
249358_at,35.2,not assigned.unknown
249359_at,35.2,not assigned.unknown
249360_at,35.2,not assigned.unknown
249361_at,29.4,protein.postranslational modification
249362_at,35.2,not assigned.unknown
249363_at,29.5.5,protein.degradation.serine protease
249364_at,35.1.26,not assigned.no ontology.DC1 domain containing protein
249365_at,35.2,not assigned.unknown
249366_at,11.5.2,lipid metabolism.glyceral metabolism.Glycerol-3-phosphate dehydrogenase (NAD+)
249367_at,29.5.11.1,protein.degradation.ubiquitin.ubiquitin
249368_at,35.2,not assigned.unknown
249369_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
249370_at,27.3.11,RNA.regulation of transcription.C2H2 zinc finger family
249371_at,27.3.67,RNA.regulation of transcription.putative transcription regulator
249372_at,7.1.1,OPP.oxidative PP.G6PD
249373_at,35.1,not assigned.no ontology
249374_at,29.5.11.20,protein.degradation.ubiquitin.proteasom
249375_at,10.5.1,cell wall.cell wall proteins.AGPs
249376_at,30.8,signalling.misc
249377_at,35.2,not assigned.unknown
249378_at,35.2,not assigned.unknown
249379_at,35.2,not assigned.unknown
249380_at,21.4,redox.glutaredoxins
249381_at,29.2.1.2.2.82,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P2
249382_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
249383_at,27.3.6,"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family"
249384_at,35.2,not assigned.unknown
249385_at,21.1,redox.thioredoxin
249386_at,20.1,stress.biotic
249387_at,27.3.29,RNA.regulation of transcription.TCP transcription factor family
249388_at,20.1,stress.biotic
249389_at,20.1.7,stress.biotic.PR-proteins
249390_at,29.2.1.2.2.5,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L5
249391_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
249392_at,26.12,misc.peroxidases
249393_at,20.1.7,stress.biotic.PR-proteins
249394_at,35.2,not assigned.unknown
249395_at,30.3,signalling.calcium
249396_at,29.5.5,protein.degradation.serine protease
249397_at,33.99,development.unspecified
249398_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
249399_at,35.1,not assigned.no ontology
249400_at,35.1,not assigned.no ontology
249401_at,33.99,development.unspecified
249402_at,20.1.7.12,stress.biotic.PR-proteins.plant defensins
249403_at,35.1,not assigned.no ontology
249404_at,31.1,cell.organisation
249405_at,29.4,protein.postranslational modification
249406_at,33.99,development.unspecified
249407_at,35.1.26,not assigned.no ontology.DC1 domain containing protein
249408_at,27.3.25,RNA.regulation of transcription.MYB domain transcription factor family
249409_at,27.3.68,RNA.regulation of transcription.PWWP domain protein
249410_at,30.2.17,signalling.receptor kinases.DUF 26
249411_at,3.1.2.1,minor CHO metabolism.raffinose family.raffinose synthases.known
249412_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
249413_at,30.5,signalling.G-proteins
249414_at,27.3.25,RNA.regulation of transcription.MYB domain transcription factor family
249415_at,27.3.8,RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family
249416_at,35.2,not assigned.unknown
249417_at,30.3,signalling.calcium
249418_at,29.2.1.2.2.34,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34
249419_s_at,27.3.24,RNA.regulation of transcription.MADS box transcription factor family
249420_at,33.99,development.unspecified
249421_at,29.5.5,protein.degradation.serine protease
249422_at,27.3.80,RNA.regulation of transcription.zf-HD
249423_at,29.2.1.2.2.34,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34
249424_s_at,29.2.1.2.2.99,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.unknown
249425_at,30.1.1,signalling.in sugar and nutrient physiology
249426_at,27.2,RNA.transcription
249427_at,29.2.1.2.1.9,protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S9
249428_at,35.2,not assigned.unknown
249429_at,35.2,not assigned.unknown
249430_at,30.5,signalling.G-proteins
249431_at,10.6.3,cell wall.degradation.pectate lyases and polygalacturonases
249432_at,35.2,not assigned.unknown
249433_at,35.2,not assigned.unknown
249434_at,30.5,signalling.G-proteins
249435_at,35.1,not assigned.no ontology
249436_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
249437_at,26.2,misc.UDP glucosyl and glucoronyl transferases
249438_at,29.5.9,protein.degradation.AAA type
249439_at,20.1,stress.biotic
249440_at,29.4,protein.postranslational modification
249441_at,20.1,stress.biotic
249442_at,35.2,not assigned.unknown
249443_at,35.2,not assigned.unknown
249444_at,35.1,not assigned.no ontology
249445_at,30.3,signalling.calcium
249446_at,30.2.12,signalling.receptor kinases.leucine rich repeat XII
249448_at,29.4,protein.postranslational modification
249449_at,35.2,not assigned.unknown
249450_at,29.4,protein.postranslational modification
249451_s_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
249452_at,33.99,development.unspecified
249453_at,31.4,cell.vesicle transport
249454_at,35.2,not assigned.unknown
249455_s_at,35.3,not assigned.disagreeing hits
249456_at,35.2,not assigned.unknown
249458_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
249459_at,26.12,misc.peroxidases
249460_at,31.4,cell.vesicle transport
249461_at,35.2,not assigned.unknown
249462_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
249463_s_at,33.99,development.unspecified
249464_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
249465_at,20.1,stress.biotic
249466_at,29.2.1.2.2.5,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L5
249467_at,33.99,development.unspecified
249468_at,35.2,not assigned.unknown
249469_at,10.1.4,cell wall.precursor synthesis.UGD
249470_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
249471_at,35.1,not assigned.no ontology
249472_at,35.2,not assigned.unknown
249473_at,30.2.99,signalling.receptor kinases.misc
249474_s_at,20.2.99,stress.abiotic.unspecified
249475_at,35.1,not assigned.no ontology
249476_at,20.2.99,stress.abiotic.unspecified
249477_s_at,20.2.99,stress.abiotic.unspecified
249478_at,20.2.99,stress.abiotic.unspecified
249479_at,20.2.99,stress.abiotic.unspecified
249480_s_at,30.2.16,signalling.receptor kinases.Catharanthus roseus-like RLK1
249481_at,35.1,not assigned.no ontology
249482_at,35.2,not assigned.unknown
249483_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
249484_at,17.3.1.1.4,hormone metabolism.brassinosteroid.synthesis-degradation.BRs.BR6OX
249485_at,30.2.16,signalling.receptor kinases.Catharanthus roseus-like RLK1
249486_at,30.2.16,signalling.receptor kinases.Catharanthus roseus-like RLK1
249487_at,34.16,transport.ABC transporters and multidrug resistance systems
249488_at,28.99,DNA.unspecified
249489_at,16.8.1.21,secondary metabolism.flavonoids.anthocyanins.anthocyanin 5-aromatic acyltransferase
249490_s_at,20.2.99,stress.abiotic.unspecified
249491_at,20.2.99,stress.abiotic.unspecified
249492_at,35.2,not assigned.unknown
249493_at,16.8.1.21,secondary metabolism.flavonoids.anthocyanins.anthocyanin 5-aromatic acyltransferase
249494_at,16.8.1.21,secondary metabolism.flavonoids.anthocyanins.anthocyanin 5-aromatic acyltransferase
249495_at,20.2.99,stress.abiotic.unspecified
249496_s_at,35.2,not assigned.unknown
249497_at,35.1,not assigned.no ontology
249498_at,27.2,RNA.transcription
249499_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
249500_at,10.7,cell wall.modification
249501_s_at,10.7,cell wall.modification
249502_s_at,10.7,cell wall.modification
249503_at,10.7,cell wall.modification
249504_at,20.1.7,stress.biotic.PR-proteins
249505_at,35.2,not assigned.unknown
249506_at,35.2,not assigned.unknown
249507_at,35.2,not assigned.unknown
249508_at,35.2,not assigned.unknown
249509_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
249510_at,29.5.5,protein.degradation.serine protease
249511_at,35.2,not assigned.unknown
249512_at,28.2,DNA.repair
249513_at,26.2,misc.UDP glucosyl and glucoronyl transferases
249514_at,30.7,signalling.14-3-3 proteins
249515_at,13.1.6.5.5,amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase
249516_s_at,26.16,misc.myrosinases-lectin-jacalin
249517_at,35.2,not assigned.unknown
249518_at,26.18,misc.invertase/pectin methylesterase inhibitor family protein
249519_at,35.2,not assigned.unknown
249520_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
249521_at,35.2,not assigned.unknown
249522_at,35.2,not assigned.unknown
249523_at,21.2,redox.ascorbate and glutathione
249524_at,35.1,not assigned.no ontology
249525_at,29.5.11.20,protein.degradation.ubiquitin.proteasom
249526_at,30.2.22,signalling.receptor kinases.proline extensin like
249527_at,13.2.2.2,amino acid metabolism.degradation.glutamate family.proline
249528_at,35.2,not assigned.unknown
249529_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
249530_at,29.1.22,protein.aa activation.asparagine-tRNA ligase
249531_at,35.2,not assigned.unknown
249532_at,17.8.1,hormone metabolism.salicylic acid.synthesis-degradation
249533_at,35.2,not assigned.unknown
249534_at,27.3.35,RNA.regulation of transcription.bZIP transcription factor family
249535_at,34.3,transport.amino acids
249536_at,17.1.3,hormone metabolism.abscisic acid.induced-regulated-responsive-activated
249537_at,29.1.16,protein.aa activation.cysteine-tRNA ligase
249538_at,31.4,cell.vesicle transport
249539_at,35.2,not assigned.unknown
249540_at,16.2.1.3,secondary metabolism.phenylpropanoids.lignin biosynthesis.4CL
249541_at,16.2,secondary metabolism.phenylpropanoids
249542_at,27.3.16,"RNA.regulation of transcription.CCAAT box binding factor family, HAP5"
249543_at,28.1.1.3,DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon
249544_at,27.3.70,RNA.regulation of transcription.Silencing Group
249545_at,34.99,transport.misc
249546_at,35.2,not assigned.unknown
249547_at,26.21,misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
249548_at,26.21,misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
249549_at,26.21,misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
249550_at,30.2.20,signalling.receptor kinases.wheat LRK10 like
249551_at,35.2,not assigned.unknown
249552_s_at,30.2.20,signalling.receptor kinases.wheat LRK10 like
249553_at,30.2.20,signalling.receptor kinases.wheat LRK10 like
249554_at,29.2.2,protein.synthesis.misc ribosomal protein
249555_at,35.2,not assigned.unknown
249556_at,26.21,misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
249557_at,30.2.15,signalling.receptor kinases.thaumatin like
249558_at,35.2,not assigned.unknown
249559_at,35.2,not assigned.unknown
249560_at,20.1,stress.biotic
249561_at,20.1.7,stress.biotic.PR-proteins
249562_at,20.1.7,stress.biotic.PR-proteins
249563_at,35.1,not assigned.no ontology
249564_at,35.2,not assigned.unknown
249565_at,35.1,not assigned.no ontology
249566_at,26.10,misc.cytochrome P450
249567_at,17.8.1,hormone metabolism.salicylic acid.synthesis-degradation
249568_at,26.2,misc.UDP glucosyl and glucoronyl transferases
249569_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
249570_at,35.2,not assigned.unknown
249571_at,35.1.26,not assigned.no ontology.DC1 domain containing protein
249572_at,28.1,DNA.synthesis/chromatin structure
249573_at,29.5.11.1,protein.degradation.ubiquitin.ubiquitin
249574_at,30.2.99,signalling.receptor kinases.misc
249575_at,20.2.1,stress.abiotic.heat
249576_at,26.28,misc.GDSL-motif lipase
249577_at,30.3,signalling.calcium
249578_at,35.2,not assigned.unknown
249579_at,29.3.4.99,protein.targeting.secretory pathway.unspecified
249580_at,35.1.19,not assigned.no ontology.C2 domain-containing protein
249581_at,12.2.2,N-metabolism.ammonia metabolism.glutamine synthase
249582_at,30.3,signalling.calcium
249583_at,30.3,signalling.calcium
249585_at,21.2.2,redox.ascorbate and glutathione.glutathione
249586_at,35.2,not assigned.unknown
249587_at,15.2,"metal handling.binding, chelation and storage"
249588_at,29.4.1.56,protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VI
249589_at,3.5,minor CHO metabolism.others
249590_at,33.99,development.unspecified
249591_at,35.2,not assigned.unknown
249592_at,33.99,development.unspecified
249593_at,33.99,development.unspecified
249594_at,33.99,development.unspecified
249595_at,33.99,development.unspecified
249596_s_at,26.2,misc.UDP glucosyl and glucoronyl transferases
249597_at,35.1,not assigned.no ontology
249598_at,17.8.1,hormone metabolism.salicylic acid.synthesis-degradation
249599_at,17.8.1,hormone metabolism.salicylic acid.synthesis-degradation
249600_s_at,26.7,"misc.oxidases - copper, flavone etc."
249601_at,26.7,"misc.oxidases - copper, flavone etc."
249602_at,35.2,not assigned.unknown
249603_at,35.1.26,not assigned.no ontology.DC1 domain containing protein
249604_x_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
249605_at,35.2,not assigned.unknown
249606_at,27.3.26,RNA.regulation of transcription.MYB-related transcription factor family
249607_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
249608_at,28.99,DNA.unspecified
249609_at,35.2,not assigned.unknown
249610_at,35.2,not assigned.unknown
249611_at,27.1.1,RNA.processing.splicing
249612_at,35.1.3,not assigned.no ontology.armadillo/beta-catenin repeat family protein
249613_at,20.2.1,stress.abiotic.heat
249614_at,35.2,not assigned.unknown
249615_x_at,35.2,not assigned.unknown
249616_s_at,20.2.1,stress.abiotic.heat
249617_at,30.2.8.1,signalling.receptor kinases.leucine rich repeat VIII-1
249618_at,27.3.64,RNA.regulation of transcription.PHOR1
249619_at,34.15,transport.potassium
249620_at,35.2,not assigned.unknown
249621_at,35.1,not assigned.no ontology
249622_at,35.2,not assigned.unknown
249623_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
249624_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
249625_at,35.2,not assigned.unknown
249626_at,27.3.99,RNA.regulation of transcription.unclassified
249627_at,9.1.2,mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear
249628_at,31.1,cell.organisation
249629_at,31.1,cell.organisation
249631_at,28.1,DNA.synthesis/chromatin structure
249632_at,26.6,misc.O-methyl transferases
249633_at,2.2.1.5,major CHO metabolism.degradation.sucrose.Susy
249634_at,35.2,not assigned.unknown
249635_at,3.6,minor CHO metabolism.callose
249636_at,26.3,"misc.gluco-, galacto- and mannosidases"
249637_at,35.2,not assigned.unknown
249638_at,11.1.8,lipid metabolism.FA synthesis and FA elongation.acyl coa ligase
249639_at,20.1.7,stress.biotic.PR-proteins
249640_at,34.3,transport.amino acids
249641_at,29.5.5,protein.degradation.serine protease
249642_at,35.2,not assigned.unknown
249643_at,28.99,DNA.unspecified
249644_at,35.2,not assigned.unknown
249645_at,20.1.2,stress.biotic.receptors
249646_at,28.1,DNA.synthesis/chromatin structure
249647_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
249648_at,35.2,not assigned.unknown
249649_at,34.12,transport.metal
249650_at,27.3.99,RNA.regulation of transcription.unclassified
249651_at,27.3.4,"RNA.regulation of transcription.ARF, Auxin Response Factor family"
249652_at,35.2,not assigned.unknown
249653_at,35.2,not assigned.unknown
249654_at,28.1,DNA.synthesis/chromatin structure
249655_at,28.99,DNA.unspecified
249656_at,35.1.5,not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
249657_at,28.1,DNA.synthesis/chromatin structure
249659_s_at,35.2,not assigned.unknown
249661_x_at,35.2,not assigned.unknown
249662_s_at,35.2,not assigned.unknown
249663_s_at,35.2,not assigned.unknown
249665_at,31.1,cell.organisation
249666_at,30.11,signalling.light
249667_at,35.2,not assigned.unknown
249668_at,35.2,not assigned.unknown
249669_at,35.2,not assigned.unknown
249670_at,35.2,not assigned.unknown
249671_at,27.3.37,"RNA.regulation of transcription.AS2,Lateral Organ Boundaries Gene Family"
249672_at,28.1,DNA.synthesis/chromatin structure
249673_at,26.10,misc.cytochrome P450
249674_at,11.1.8,lipid metabolism.FA synthesis and FA elongation.acyl coa ligase
249675_at,26.16,misc.myrosinases-lectin-jacalin
249676_at,29.4.1.56,protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VI
249677_at,28.99,DNA.unspecified
249678_at,29.4,protein.postranslational modification
249679_at,29.4,protein.postranslational modification
249680_s_at,35.2,not assigned.unknown
249681_s_at,35.2,not assigned.unknown
249682_at,35.2,not assigned.unknown
249683_x_at,35.2,not assigned.unknown
249684_s_at,26.10,misc.cytochrome P450
249685_at,35.2,not assigned.unknown
249686_at,26.10,misc.cytochrome P450
249687_at,16.1.5,secondary metabolism.isoprenoids.terpenoids
249688_at,16.1.3,secondary metabolism.isoprenoids.tocopherol biosynthesis
249689_at,35.2,not assigned.unknown
249690_at,29.5,protein.degradation
249691_at,29.2.5,protein.synthesis.release
249693_at,17.4.2,hormone metabolism.cytokinin.signal transduction
249694_at,7.1.1,OPP.oxidative PP.G6PD
249695_at,35.2,not assigned.unknown
249696_at,28.1,DNA.synthesis/chromatin structure
249697_at,35.2,not assigned.unknown
249698_at,31.3,cell.cycle
249699_at,35.2,not assigned.unknown
249700_at,29.2.1.2.1.3,protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3
249701_at,35.2,not assigned.unknown
249702_at,17.2.2,hormone metabolism.auxin.signal transduction
249703_at,35.1,not assigned.no ontology
249704_at,27.3.25,RNA.regulation of transcription.MYB domain transcription factor family
249705_at,29.4.1.57,protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII
249706_at,27.3.55,RNA.regulation of transcription.HDA
249707_at,35.2,not assigned.unknown
249708_at,35.2,not assigned.unknown
249709_at,30.3,signalling.calcium
249710_at,12.2.2,N-metabolism.ammonia metabolism.glutamine synthase
249711_at,29.2.3,protein.synthesis.initiation
249712_at,29.2.3,protein.synthesis.initiation
249713_at,35.2,not assigned.unknown
249714_at,28.1.1.3,DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon
249715_at,35.2,not assigned.unknown
249716_at,33.99,development.unspecified
249717_at,34.7,transport.phosphate
249718_at,26.4,"misc.beta 1,3 glucan hydrolases"
249719_at,17.2.3,hormone metabolism.auxin.induced-regulated-responsive-activated
249720_at,31.1,cell.organisation
249721_at,35.2,not assigned.unknown
249722_at,35.2,not assigned.unknown
249723_at,35.2,not assigned.unknown
249724_at,20.1.7,stress.biotic.PR-proteins
249725_at,35.2,not assigned.unknown
249726_at,35.2,not assigned.unknown
249727_at,35.2,not assigned.unknown
249728_at,30.5,signalling.G-proteins
249729_at,7.1.2,OPP.oxidative PP.6-phosphogluconolactonase
249730_at,30.3,signalling.calcium
249731_at,27.4,RNA.RNA binding
249732_at,7.1.2,OPP.oxidative PP.6-phosphogluconolactonase
249733_at,7.1.2,OPP.oxidative PP.6-phosphogluconolactonase
249734_at,29.4,protein.postranslational modification
249735_at,27.3.67,RNA.regulation of transcription.putative transcription regulator
249736_at,35.2,not assigned.unknown
249737_at,35.2,not assigned.unknown
249738_at,29.2.1.2.2.81,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P1
249739_at,33.99,development.unspecified
249740_at,35.2,not assigned.unknown
249741_at,27.3.66,RNA.regulation of transcription.Psudo ARR transcription factor family
249742_at,29.2.1.1.1.1.530,protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S30A
249743_at,26.3,"misc.gluco-, galacto- and mannosidases"
249744_at,26.3,"misc.gluco-, galacto- and mannosidases"
249745_at,31.1,cell.organisation
249746_at,27.3.27,RNA.regulation of transcription.NAC domain transcription factor family
249747_at,35.2,not assigned.unknown
249748_at,20.1,stress.biotic
249749_at,35.2,not assigned.unknown
249750_at,35.2,not assigned.unknown
249751_at,29.3.2,protein.targeting.mitochondria
249752_at,35.2,not assigned.unknown
249753_at,35.2,not assigned.unknown
249754_at,16.8.3,secondary metabolism.flavonoids.dihydroflavonols
249755_at,15.2,"metal handling.binding, chelation and storage"
249756_at,35.2,not assigned.unknown
249757_at,35.1.42,not assigned.no ontology.proline rich family
249758_at,35.1,not assigned.no ontology
249759_at,34.12,transport.metal
249760_at,16.1.5,secondary metabolism.isoprenoids.terpenoids
249761_at,16.2,secondary metabolism.phenylpropanoids
249762_at,35.2,not assigned.unknown
249763_at,30.2.16,signalling.receptor kinases.Catharanthus roseus-like RLK1
249764_at,31.2.5,cell.division.plastid
249765_at,34.9,transport.metabolite transporters at the mitochondrial membrane
249766_at,26.12,misc.peroxidases
249767_at,20.1.7,stress.biotic.PR-proteins
249768_at,30.2.3,signalling.receptor kinases.leucine rich repeat III
249769_at,27.2,RNA.transcription
249770_at,27.3.32,RNA.regulation of transcription.WRKY domain transcription factor family
249771_at,30.2.24,signalling.receptor kinases.S-locus glycoprotein like
249772_at,35.2,not assigned.unknown
249773_at,17.3.1.2.99,hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other
249774_at,17.3.1.2.99,hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other
249775_at,17.3.1.2.99,hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other
249776_at,35.2,not assigned.unknown
249777_at,11.9.2.1,lipid metabolism.lipid degradation.lipases.triacylglycerol lipase
249778_at,35.2,not assigned.unknown
249779_at,35.2,not assigned.unknown
249780_at,29.5.11,protein.degradation.ubiquitin
249781_at,35.2,not assigned.unknown
249782_at,29.5,protein.degradation
249783_at,30.3,signalling.calcium
249784_at,35.2,not assigned.unknown
249785_at,2.1.2.2,major CHO metabolism.synthesis.starch.starch synthase
249786_at,35.2,not assigned.unknown
249787_at,35.1,not assigned.no ontology
249788_at,27.3.69,RNA.regulation of transcription.SET-domain transcriptional regulator family
249789_at,28.99,DNA.unspecified
249790_at,35.1,not assigned.no ontology
249791_at,34.3,transport.amino acids
249792_at,29.4,protein.postranslational modification
249793_at,35.1,not assigned.no ontology
249794_at,24,Biodegradation of Xenobiotics
249795_at,29.2.1.2.1.11,protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S11
249796_at,29.5.11.20,protein.degradation.ubiquitin.proteasom
249797_at,27.3.99,RNA.regulation of transcription.unclassified
249798_at,33.99,development.unspecified
249799_at,11.8.1.2,"lipid metabolism.''exotics'' (steroids, squalene etc).sphingolipids.serine C-palmitoyltransferase"
249800_at,33.99,development.unspecified
249801_at,30.3,signalling.calcium
249802_at,35.1.2,not assigned.no ontology.agenet domain-containing protein
249803_at,35.1.2,not assigned.no ontology.agenet domain-containing protein
249804_at,3.1.1.2,minor CHO metabolism.raffinose family.galactinol synthases.putative
249805_at,35.1.2,not assigned.no ontology.agenet domain-containing protein
249806_at,35.2,not assigned.unknown
249807_at,10.8.2,cell wall.pectin*esterases.acetyl esterase
249808_at,35.1,not assigned.no ontology
249809_at,31.1,cell.organisation
249810_at,27.3.67,RNA.regulation of transcription.putative transcription regulator
249811_at,35.1,not assigned.no ontology
249812_at,35.1,not assigned.no ontology
249813_at,35.1,not assigned.no ontology
249814_at,35.1,not assigned.no ontology
249815_at,29.2.1.2.2.13,protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13
249816_at,27.1,RNA.processing
249817_at,35.1,not assigned.no ontology
249818_at,31.1,cell.organisation
249819_at,35.2,not assigned.unknown
249820_at,27.3.26,RNA.regulation of transcription.MYB-related transcription factor family
249821_at,27.1,RNA.processing
249822_at,35.2,not assigned.unknown
249823_s_at,17.1.3,hormone metabolism.abscisic acid.induced-regulated-responsive-activated
249824_at,35.2,not assigned.unknown
249825_at,35.2,not assigned.unknown
249826_at,21.6,redox.dismutases and catalases
249827_at,18.3,Co-factor and vitamine metabolism.riboflavin
249828_at,8.1.6,TCA / org. transformation.TCA.succinyl-CoA ligase
249829_at,27.3.99,RNA.regulation of transcription.unclassified
249830_at,23.1.1.4,nucleotide metabolism.synthesis.pyrimidine.dihydroorotate dehydrogenase
249831_at,35.2,not assigned.unknown
249832_at,20.1.7,stress.biotic.PR-proteins
249833_at,35.1,not assigned.no ontology
249834_at,21.1,redox.thioredoxin
249835_s_at,35.2,not assigned.unknown
249836_at,27.3.62,RNA.regulation of transcription.Nucleosome/chromatin assembly factor group
249837_at,35.2,not assigned.unknown
249838_at,35.2,not assigned.unknown
249839_at,27.3.62,RNA.regulation of transcription.Nucleosome/chromatin assembly factor group
249840_at,11.8.1,"lipid metabolism.''exotics'' (steroids, squalene etc).sphingolipids"
249841_at,28.1,DNA.synthesis/chromatin structure
249842_at,35.2,not assigned.unknown
249843_at,27.3.99,RNA.regulation of transcription.unclassified
249844_at,35.2,not assigned.unknown
249845_at,35.2,not assigned.unknown
249846_at,34.14,transport.unspecified cations
249847_at,29.5.5,protein.degradation.serine protease
249848_at,16.2,secondary metabolism.phenylpropanoids
249849_at,16.2,secondary metabolism.phenylpropanoids
249850_at,20.2.1,stress.abiotic.heat
249851_at,27.3.24,RNA.regulation of transcription.MADS box transcription factor family
249852_at,34.2,transporter.sugars
249853_at,29.4,protein.postranslational modification
249854_at,29.5.5,protein.degradation.serine protease
249855_at,35.2,not assigned.unknown
249856_at,29.5.5,protein.degradation.serine protease
249857_at,27.3.11,RNA.regulation of transcription.C2H2 zinc finger family
249858_at,27.3.25,RNA.regulation of transcription.MYB domain transcription factor family
249859_at,29.4,protein.postranslational modification
249860_at,29.5,protein.degradation
249861_at,35.2,not assigned.unknown
249862_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
249863_at,27.3.71,RNA.regulation of transcription.SNF7
249864_at,34.14,transport.unspecified cations
249865_at,35.2,not assigned.unknown
249866_at,16.5.1.1.1.2,secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.methylthioalkylmalate synthase (MAM)
249867_at,16.5.1.1.1.2,secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.methylthioalkylmalate synthase (MAM)
249868_at,33.99,development.unspecified
249869_at,11.1.8,lipid metabolism.FA synthesis and FA elongation.acyl coa ligase
249870_at,27.1,RNA.processing
249871_at,29.5.11.4.2,protein.degradation.ubiquitin.E3.RING
249872_at,35.1,not assigned.no ontology
249873_at,29.5.5,protein.degradation.serine protease
249874_at,23.3.2.3,nucleotide metabolism.salvage.nucleoside kinases.thymidine kinase
249875_at,29.8,protein.assembly and cofactor ligation
249876_at,35.2,not assigned.unknown
249877_at,27.3.68,RNA.regulation of transcription.PWWP domain protein
249878_at,27.3.13,"RNA.regulation of transcription.CCAAT box binding factor family, DR1"
249879_at,30.2.26,signalling.receptor kinases.crinkly like
249880_at,35.2,not assigned.unknown
249881_at,26.10,misc.cytochrome P450
249882_at,27.3.11,RNA.regulation of transcription.C2H2 zinc finger family
249883_at,34.12,transport.metal
249884_at,34.12,transport.metal
249885_at,10.3.2,cell wall.hemicellulose synthesis.glucuronoxylan
249886_at,35.1,not assigned.no ontology
249887_at,35.2,not assigned.unknown
249889_at,35.2,not assigned.unknown
249890_at,27.3.32,RNA.regulation of transcription.WRKY domain transcription factor family
249891_at,35.2,not assigned.unknown
249892_at,35.2,not assigned.unknown
249893_at,35.2,not assigned.unknown
249894_at,35.2,not assigned.unknown
249895_at,11.9.4.13,lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase
249896_at,35.2,not assigned.unknown
249897_at,35.2,not assigned.unknown
249898_at,2.2.1.3.1,major CHO metabolism.degradation.sucrose.invertases.neutral
249899_at,4.3.13,glycolysis.unclear/dually targeted.phosphoglycerate mutase
249900_at,33.99,development.unspecified
249901_at,27.3.55,RNA.regulation of transcription.HDA
249902_at,35.2,not assigned.unknown
249903_at,20.1.7,stress.biotic.PR-proteins
249904_at,29.5.11.4.3.2,protein.degradation.ubiquitin.E3.SCF.FBOX
249905_at,35.2,not assigned.unknown
